# tracer: nop
#
# entries-in-buffer/entries-written: 12461/40776   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [001] ..s. 219469.081696: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e17c2c snd_una=0x87e15a3c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=131960 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.130920: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1877c snd_una=0x87e1658c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=131430 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.184814: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e192cc snd_una=0x87e170dc snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=130989 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] .Ns. 219469.209467: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e19e1c snd_una=0x87e17c2c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=130551 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.258354: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1a96c snd_una=0x87e1877c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=130202 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.312323: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1b4bc snd_una=0x87e192cc snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=129855 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.337173: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1c00c snd_una=0x87e19e1c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=129561 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.386135: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1cb5c snd_una=0x87e1a96c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=129328 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.439921: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1d6ac snd_una=0x87e1b4bc snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=129134 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.464518: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1e1fc snd_una=0x87e1c00c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=128941 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.513645: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1ed4c snd_una=0x87e1cb5c snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=128740 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.568155: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e1f89c snd_una=0x87e1d6ac snd_cwnd=7 ssthresh=4 snd_wnd=1879936 srtt=128586 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.591862: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e20f3c snd_una=0x87e1e1fc snd_cwnd=8 ssthresh=6 snd_wnd=1879936 srtt=128540 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.628587: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e21a8c snd_una=0x87e1ed4c snd_cwnd=8 ssthresh=6 snd_wnd=1879936 srtt=128390 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.683516: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e22034 snd_una=0x87e1ed4c snd_cwnd=8 ssthresh=5 snd_wnd=1879936 srtt=126708 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.695270: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e225dc snd_una=0x87e1ed4c snd_cwnd=8 ssthresh=5 snd_wnd=1879936 srtt=125288 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.720555: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e225dc snd_una=0x87e1ed4c snd_cwnd=7 ssthresh=5 snd_wnd=1879936 srtt=125515 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.744437: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e225dc snd_una=0x87e1ed4c snd_cwnd=5 ssthresh=5 snd_wnd=1879936 srtt=128875 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.786086: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2312c snd_una=0x87e1ed4c snd_cwnd=5 ssthresh=5 snd_wnd=1879936 srtt=131836 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.799027: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e236d4 snd_una=0x87e20994 snd_cwnd=5 ssthresh=5 snd_wnd=1872768 srtt=129732 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.835300: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e23c7c snd_una=0x87e20994 snd_cwnd=5 ssthresh=5 snd_wnd=1875584 srtt=127953 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.871403: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e24224 snd_una=0x87e225dc snd_cwnd=5 ssthresh=5 snd_wnd=1874944 srtt=126333 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.914083: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e24d74 snd_una=0x87e2312c snd_cwnd=5 ssthresh=5 snd_wnd=1878912 srtt=126411 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219469.986370: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e25e6c snd_una=0x87e23c7c snd_cwnd=6 ssthresh=5 snd_wnd=1878912 srtt=126608 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.029109: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e269bc snd_una=0x87e247cc snd_cwnd=6 ssthresh=5 snd_wnd=1878912 srtt=129664 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.053106: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2750c snd_una=0x87e2531c snd_cwnd=6 ssthresh=5 snd_wnd=1878912 srtt=133168 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.113616: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e28604 snd_una=0x87e25e6c snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=133898 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.155756: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e29154 snd_una=0x87e269bc snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=133066 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.179751: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e29ca4 snd_una=0x87e2750c snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=132262 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.227792: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2a7f4 snd_una=0x87e2805c snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=131559 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.270791: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2b344 snd_una=0x87e28bac snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=136949 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.294849: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2be94 snd_una=0x87e296fc snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=139476 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.342789: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2c9e4 snd_una=0x87e2a24c snd_cwnd=7 ssthresh=5 snd_wnd=1878912 srtt=139427 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.386458: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2d534 snd_una=0x87e2ad9c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=142378 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.409985: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2e084 snd_una=0x87e2b8ec snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=144413 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.457730: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2ebd4 snd_una=0x87e2c43c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=143759 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.501282: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e2f724 snd_una=0x87e2cf8c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=146148 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.526229: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e30274 snd_una=0x87e2dadc snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=147690 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.572827: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e30dc4 snd_una=0x87e2e62c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=146699 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.616284: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e31914 snd_una=0x87e2f17c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=148716 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.641425: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e32464 snd_una=0x87e2fccc snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=149944 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.688273: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e32fb4 snd_una=0x87e3081c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=148718 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.731137: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e33b04 snd_una=0x87e3136c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=150382 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.756359: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e34654 snd_una=0x87e31ebc snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=151372 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.803402: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e351a4 snd_una=0x87e32a0c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=149959 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.846309: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e35cf4 snd_una=0x87e3355c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=151460 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.871329: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e36844 snd_una=0x87e340ac snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=152280 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.917615: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e37394 snd_una=0x87e34bfc snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=150768 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.960759: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e37ee4 snd_una=0x87e3574c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=152078 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219470.986241: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e38a34 snd_una=0x87e3629c snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=152737 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.032180: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e39584 snd_una=0x87e36dec snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=151136 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.076378: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3ac24 snd_una=0x87e3793c snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=152349 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.103988: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3b774 snd_una=0x87e3848c snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=153150 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.146886: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3c2c4 snd_una=0x87e38fdc snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=151909 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.171332: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3ce14 snd_una=0x87e39b2c snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=153000 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.195337: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3d3bc snd_una=0x87e3a67c snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=151267 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.219307: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3df0c snd_una=0x87e3b1cc snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=152753 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.262184: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e3ea5c snd_una=0x87e3bd1c snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=151524 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.286635: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e400fc snd_una=0x87e3c86c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=152341 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.323595: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e40c4c snd_una=0x87e3d3bc snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=150766 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.347390: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4179c snd_una=0x87e3df0c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=147952 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.389528: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e422ec snd_una=0x87e3ea5c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=145467 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.412947: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e42e3c snd_una=0x87e3f5ac snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=143200 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.436898: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4398c snd_una=0x87e400fc snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=144143 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.461074: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e444dc snd_una=0x87e40c4c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=144906 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.488089: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4502c snd_una=0x87e4179c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=143975 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.516194: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e45b7c snd_una=0x87e422ec snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=143565 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.539942: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e466cc snd_una=0x87e42e3c snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=141451 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.564207: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e477c4 snd_una=0x87e4398c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=139644 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.588679: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e48314 snd_una=0x87e444dc snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=138101 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.614276: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e48e64 snd_una=0x87e4502c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=136788 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.642441: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e499b4 snd_una=0x87e45b7c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=135463 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.667624: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4a504 snd_una=0x87e466cc snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=134310 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.691531: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4b054 snd_una=0x87e4721c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=133481 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.715736: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4bba4 snd_una=0x87e47d6c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=135266 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.740141: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4c6f4 snd_una=0x87e488bc snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=137299 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.764327: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4d244 snd_una=0x87e4940c snd_cwnd=11 ssthresh=7 snd_wnd=1878912 srtt=139069 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.788428: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4dd94 snd_una=0x87e49f5c snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=140441 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.812746: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4e8e4 snd_una=0x87e4aaac snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=141134 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.830772: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4f434 snd_una=0x87e4b054 snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=141632 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.842655: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4ff84 snd_una=0x87e4b054 snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=138306 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219471.867605: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87e4ff84 snd_una=0x87e4b054 snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=136882 rcv_wnd=65024 sock_cookie=6c
